Cod Seção	Seção	Cod Grupo	Grupo	Cod SubGrupo	SubGrupo	Cod Familia	FAMILIA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614004	PANO/ LUVA/ESTOPA E ACESS. LIMPEZA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614004	PANO/ LUVA/ESTOPA E ACESS. LIMPEZA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713002	ADITIVOS PARA RADIADOR
46	AUTOMOTIVOS	4699	ACCESORIOS AUTOMOTIVOS	469908	MANUTENÇÃO AUTOMOTIVA	469908002	CABOS DE CHUPETA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469615	ACESSÓRIOS PARA LIMPEZA AUTOMOTIVA	469615001	ASPIRADOR
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469615	ACESSÓRIOS PARA LIMPEZA AUTOMOTIVA	469615001	ASPIRADOR
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469615	ACESSÓRIOS PARA LIMPEZA AUTOMOTIVA	469615001	ASPIRADOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713005	FLUIDO PARA FRENOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713005	FLUIDO PARA FRENOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713005	FLUIDO PARA FRENOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713009	OUTROS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713003	ANTI-FERRUGEM
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713005	FLUIDO PARA FRENOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713002	ADITIVOS PARA RADIADOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713003	ANTI-FERRUGEM
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713003	ANTI-FERRUGEM
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713002	ADITIVOS PARA RADIADOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713008	OLEO PARA MOTOR
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469615	ACESSÓRIOS PARA LIMPEZA AUTOMOTIVA	469615002	OUTROS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713002	ADITIVOS PARA RADIADOR
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713005	FLUIDO PARA FRENOS
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614003	LIMPA VIDRO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614003	LIMPA VIDRO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614003	LIMPA VIDRO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469615	ACESSÓRIOS PARA LIMPEZA AUTOMOTIVA	469615002	OUTROS
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469615	ACESSÓRIOS PARA LIMPEZA AUTOMOTIVA	469615002	OUTROS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4697	FILTROS E LUBRIFICANTES	469713	LUBRIFICANTE AUTOMOTIVO	469713001	ADITIVOS
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469619	SHAMPOO AUTOMOTIVO	469619002	SHAMPOO/LAVA AUTO
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469616	CERAS E SILICONES AUTOMOTIVOS	469616001	CERA
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614001	KIT LIMPEZA
